Resolution      GOP#            TranscodingTime          Pts             InputSize       outputSize      
320X180         11              686                      21000           628855          577036          

320X180         12              686                      22000           225852          793877          

320X180         13              245                      24000           380692          133370          

320X180         14              543                      25000           492996          477037          

320X180         15              287                      27000           264938          198116          

320X180         16              932                      28000           1007422         802582          

320X180         17              1361                     30000           1168786         998494          

320X180         18              689                      34000           612628          580385          

320X180         19              1290                     35000           878793          1116598         

320X180         20              155                      39000           114312          128868          

